task_id,condition,draws,passed_draws,missing_draws,pass_rate,success_lower,success_upper
leetcode/3548,FIXED_M,3,0,0,0.0,0.0,0.0
leetcode/3548,ROTATING_M,3,0,0,0.0,0.0,0.0
leetcode/3548,FIXED_H,3,0,0,0.0,0.0,0.0
leetcode/3548,ROTATING_H,3,0,0,0.0,0.0,0.0
atcoder/abc374_d,A,3,0,0,0.0,0.0,0.0
atcoder/abc374_d,B,3,0,0,0.0,0.0,0.0
atcoder/abc374_d,D,3,0,0,0.0,0.0,0.0
atcoder/abc374_d,P,3,0,0,0.0,0.0,0.0
atcoder/abc374_d,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/abc374_d,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/abc374_d,FIXED_H,3,0,0,0.0,0.0,0.0
atcoder/abc374_d,ROTATING_H,3,0,0,0.0,0.0,0.0
leetcode/3637,A,3,0,0,0.0,0.0,0.0
leetcode/3637,B,3,0,0,0.0,0.0,0.0
leetcode/3637,D,3,0,0,0.0,0.0,0.0
leetcode/3637,P,3,0,0,0.0,0.0,0.0
leetcode/3637,FIXED_M,3,0,0,0.0,0.0,0.0
leetcode/3637,ROTATING_M,3,0,0,0.0,0.0,0.0
leetcode/3637,FIXED_H,3,0,0,0.0,0.0,0.0
leetcode/3637,ROTATING_H,3,0,0,0.0,0.0,0.0
atcoder/arc185_c,A,3,0,0,0.0,0.0,0.0
atcoder/arc185_c,B,3,0,0,0.0,0.0,0.0
atcoder/arc185_c,D,3,0,0,0.0,0.0,0.0
atcoder/arc185_c,P,3,0,0,0.0,0.0,0.0
atcoder/arc185_c,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/arc185_c,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/arc185_c,FIXED_H,3,0,0,0.0,0.0,0.0
atcoder/arc185_c,ROTATING_H,3,0,0,0.0,0.0,0.0
atcoder/abc390_d,A,3,3,0,1.0,1.0,1.0
atcoder/abc390_d,B,3,0,0,0.0,0.0,0.0
atcoder/abc390_d,D,3,3,0,1.0,1.0,1.0
atcoder/abc390_d,P,3,0,0,0.0,0.0,0.0
atcoder/abc390_d,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/abc390_d,ROTATING_M,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
atcoder/abc390_d,FIXED_H,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
atcoder/abc390_d,ROTATING_H,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
leetcode/3692,A,3,3,0,1.0,1.0,1.0
leetcode/3692,B,3,0,0,0.0,0.0,0.0
leetcode/3692,D,3,3,0,1.0,1.0,1.0
leetcode/3692,P,3,0,0,0.0,0.0,0.0
leetcode/3692,FIXED_M,3,0,0,0.0,0.0,0.0
leetcode/3692,ROTATING_M,3,0,0,0.0,0.0,0.0
leetcode/3692,FIXED_H,3,0,0,0.0,0.0,0.0
leetcode/3692,ROTATING_H,3,0,0,0.0,0.0,0.0
leetcode/3608,A,3,3,0,1.0,1.0,1.0
leetcode/3608,B,3,0,0,0.0,0.0,0.0
leetcode/3608,D,3,3,0,1.0,1.0,1.0
leetcode/3608,P,3,0,0,0.0,0.0,0.0
leetcode/3608,FIXED_M,3,0,0,0.0,0.0,0.0
leetcode/3608,ROTATING_M,3,0,0,0.0,0.0,0.0
leetcode/3608,FIXED_H,3,0,0,0.0,0.0,0.0
leetcode/3608,ROTATING_H,3,0,0,0.0,0.0,0.0
atcoder/abc380_g,A,3,0,0,0.0,0.0,0.0
atcoder/abc380_g,B,3,0,0,0.0,0.0,0.0
atcoder/abc380_g,D,3,0,0,0.0,0.0,0.0
atcoder/abc380_g,P,3,0,0,0.0,0.0,0.0
atcoder/abc380_g,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/abc380_g,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/abc380_g,FIXED_H,3,0,0,0.0,0.0,0.0
atcoder/abc380_g,ROTATING_H,3,0,0,0.0,0.0,0.0
atcoder/abc399_b,A,3,3,0,1.0,1.0,1.0
atcoder/abc399_b,B,3,3,0,1.0,1.0,1.0
atcoder/abc399_b,D,3,3,0,1.0,1.0,1.0
atcoder/abc399_b,P,3,3,0,1.0,1.0,1.0
atcoder/abc399_b,FIXED_M,3,3,0,1.0,1.0,1.0
atcoder/abc399_b,ROTATING_M,3,3,0,1.0,1.0,1.0
atcoder/abc399_b,FIXED_H,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
atcoder/abc399_b,ROTATING_H,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
atcoder/abc365_a,A,3,3,0,1.0,1.0,1.0
atcoder/abc365_a,B,3,3,0,1.0,1.0,1.0
atcoder/abc365_a,D,3,3,0,1.0,1.0,1.0
atcoder/abc365_a,P,3,3,0,1.0,1.0,1.0
atcoder/abc365_a,FIXED_M,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
atcoder/abc365_a,ROTATING_M,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
atcoder/abc365_a,FIXED_H,3,3,0,1.0,1.0,1.0
atcoder/abc365_a,ROTATING_H,3,3,0,1.0,1.0,1.0
atcoder/abc379_d,A,3,3,0,1.0,1.0,1.0
atcoder/abc379_d,B,3,0,0,0.0,0.0,0.0
atcoder/abc379_d,D,3,3,0,1.0,1.0,1.0
atcoder/abc379_d,P,3,0,0,0.0,0.0,0.0
atcoder/abc379_d,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/abc379_d,ROTATING_M,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
atcoder/abc379_d,FIXED_H,3,0,0,0.0,0.0,0.0
atcoder/abc379_d,ROTATING_H,3,0,0,0.0,0.0,0.0
atcoder/abc374_c,A,3,3,0,1.0,1.0,1.0
atcoder/abc374_c,B,3,3,0,1.0,1.0,1.0
atcoder/abc374_c,D,3,3,0,1.0,1.0,1.0
atcoder/abc374_c,P,3,3,0,1.0,1.0,1.0
atcoder/abc374_c,FIXED_M,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
atcoder/abc374_c,ROTATING_M,3,3,0,1.0,1.0,1.0
atcoder/abc374_c,FIXED_H,3,3,0,1.0,1.0,1.0
atcoder/abc374_c,ROTATING_H,3,3,0,1.0,1.0,1.0
atcoder/abc399_e,A,3,0,0,0.0,0.0,0.0
atcoder/abc399_e,B,3,0,0,0.0,0.0,0.0
atcoder/abc399_e,D,3,0,0,0.0,0.0,0.0
atcoder/abc399_e,P,3,0,0,0.0,0.0,0.0
atcoder/abc399_e,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/abc399_e,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/abc399_e,FIXED_H,3,0,0,0.0,0.0,0.0
atcoder/abc399_e,ROTATING_H,3,0,0,0.0,0.0,0.0
leetcode/3777,A,3,0,0,0.0,0.0,0.0
leetcode/3777,B,3,0,0,0.0,0.0,0.0
leetcode/3777,D,3,0,0,0.0,0.0,0.0
leetcode/3777,P,3,0,0,0.0,0.0,0.0
leetcode/3777,FIXED_M,3,0,0,0.0,0.0,0.0
leetcode/3777,ROTATING_M,3,0,0,0.0,0.0,0.0
leetcode/3777,FIXED_H,3,0,0,0.0,0.0,0.0
leetcode/3777,ROTATING_H,3,0,0,0.0,0.0,0.0
leetcode/3605,A,3,3,0,1.0,1.0,1.0
leetcode/3605,B,3,0,0,0.0,0.0,0.0
leetcode/3605,D,3,3,0,1.0,1.0,1.0
leetcode/3605,P,3,0,0,0.0,0.0,0.0
leetcode/3605,FIXED_M,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
leetcode/3605,ROTATING_M,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
leetcode/3605,FIXED_H,3,3,0,1.0,1.0,1.0
leetcode/3605,ROTATING_H,3,3,0,1.0,1.0,1.0
atcoder/arc192_b,A,3,0,0,0.0,0.0,0.0
atcoder/arc192_b,B,3,0,0,0.0,0.0,0.0
atcoder/arc192_b,D,3,0,0,0.0,0.0,0.0
atcoder/arc192_b,P,3,0,0,0.0,0.0,0.0
atcoder/arc192_b,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/arc192_b,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/arc192_b,FIXED_H,3,0,0,0.0,0.0,0.0
atcoder/arc192_b,ROTATING_H,3,0,0,0.0,0.0,0.0
atcoder/abc398_b,A,3,3,0,1.0,1.0,1.0
atcoder/abc398_b,B,3,0,0,0.0,0.0,0.0
atcoder/abc398_b,D,3,3,0,1.0,1.0,1.0
atcoder/abc398_b,P,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
atcoder/abc398_b,FIXED_M,3,3,0,1.0,1.0,1.0
atcoder/abc398_b,ROTATING_M,3,3,0,1.0,1.0,1.0
atcoder/abc398_b,FIXED_H,3,3,0,1.0,1.0,1.0
atcoder/abc398_b,ROTATING_H,3,3,0,1.0,1.0,1.0
atcoder/abc391_b,A,3,3,0,1.0,1.0,1.0
atcoder/abc391_b,B,3,3,0,1.0,1.0,1.0
atcoder/abc391_b,D,3,3,0,1.0,1.0,1.0
atcoder/abc391_b,P,3,3,0,1.0,1.0,1.0
atcoder/abc391_b,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/abc391_b,ROTATING_M,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
atcoder/abc391_b,FIXED_H,3,3,0,1.0,1.0,1.0
atcoder/abc391_b,ROTATING_H,3,3,0,1.0,1.0,1.0
atcoder/abc371_c,A,3,3,0,1.0,1.0,1.0
atcoder/abc371_c,B,3,3,0,1.0,1.0,1.0
atcoder/abc371_c,D,3,3,0,1.0,1.0,1.0
atcoder/abc371_c,P,3,0,0,0.0,0.0,0.0
atcoder/abc371_c,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/abc371_c,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/abc371_c,FIXED_H,3,0,0,0.0,0.0,0.0
atcoder/abc371_c,ROTATING_H,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
atcoder/abc393_a,A,3,3,0,1.0,1.0,1.0
atcoder/abc393_a,B,3,3,0,1.0,1.0,1.0
atcoder/abc393_a,D,3,3,0,1.0,1.0,1.0
atcoder/abc393_a,P,3,3,0,1.0,1.0,1.0
atcoder/abc393_a,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/abc393_a,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/abc393_a,FIXED_H,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
atcoder/abc393_a,ROTATING_H,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
leetcode/3763,A,3,0,0,0.0,0.0,0.0
leetcode/3763,B,3,0,0,0.0,0.0,0.0
leetcode/3763,D,3,0,0,0.0,0.0,0.0
leetcode/3763,P,3,0,0,0.0,0.0,0.0
leetcode/3763,FIXED_M,3,0,0,0.0,0.0,0.0
leetcode/3763,ROTATING_M,3,0,0,0.0,0.0,0.0
leetcode/3763,FIXED_H,3,0,0,0.0,0.0,0.0
leetcode/3763,ROTATING_H,3,0,0,0.0,0.0,0.0
atcoder/abc400_g,A,3,0,0,0.0,0.0,0.0
atcoder/abc400_g,B,3,0,0,0.0,0.0,0.0
atcoder/abc400_g,D,3,0,0,0.0,0.0,0.0
atcoder/abc400_g,P,3,0,0,0.0,0.0,0.0
atcoder/abc400_g,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/abc400_g,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/abc400_g,FIXED_H,3,0,0,0.0,0.0,0.0
atcoder/abc400_g,ROTATING_H,3,0,0,0.0,0.0,0.0
leetcode/3502,A,3,3,0,1.0,1.0,1.0
leetcode/3502,B,3,3,0,1.0,1.0,1.0
leetcode/3502,D,3,3,0,1.0,1.0,1.0
leetcode/3502,P,3,3,0,1.0,1.0,1.0
leetcode/3502,FIXED_M,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
leetcode/3502,ROTATING_M,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
leetcode/3502,FIXED_H,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
leetcode/3502,ROTATING_H,3,3,0,1.0,1.0,1.0
atcoder/abc385_a,A,3,3,0,1.0,1.0,1.0
atcoder/abc385_a,B,3,3,0,1.0,1.0,1.0
atcoder/abc385_a,D,3,3,0,1.0,1.0,1.0
atcoder/abc385_a,P,3,0,0,0.0,0.0,0.0
atcoder/abc385_a,FIXED_M,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
atcoder/abc385_a,ROTATING_M,3,3,0,1.0,1.0,1.0
atcoder/abc385_a,FIXED_H,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
atcoder/abc385_a,ROTATING_H,3,3,0,1.0,1.0,1.0
atcoder/abc373_b,A,3,3,0,1.0,1.0,1.0
atcoder/abc373_b,B,3,3,0,1.0,1.0,1.0
atcoder/abc373_b,D,3,3,0,1.0,1.0,1.0
atcoder/abc373_b,P,3,3,0,1.0,1.0,1.0
atcoder/abc373_b,FIXED_M,3,3,0,1.0,1.0,1.0
atcoder/abc373_b,ROTATING_M,3,3,0,1.0,1.0,1.0
atcoder/abc373_b,FIXED_H,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
atcoder/abc373_b,ROTATING_H,3,3,0,1.0,1.0,1.0
leetcode/3518,A,3,3,0,1.0,1.0,1.0
leetcode/3518,B,3,3,0,1.0,1.0,1.0
leetcode/3518,D,3,3,0,1.0,1.0,1.0
leetcode/3518,P,3,0,0,0.0,0.0,0.0
leetcode/3518,FIXED_M,3,0,0,0.0,0.0,0.0
leetcode/3518,ROTATING_M,3,0,0,0.0,0.0,0.0
leetcode/3518,FIXED_H,3,0,0,0.0,0.0,0.0
leetcode/3518,ROTATING_H,3,0,0,0.0,0.0,0.0
atcoder/abc377_b,A,3,3,0,1.0,1.0,1.0
atcoder/abc377_b,B,3,3,0,1.0,1.0,1.0
atcoder/abc377_b,D,3,3,0,1.0,1.0,1.0
atcoder/abc377_b,P,3,3,0,1.0,1.0,1.0
atcoder/abc377_b,FIXED_M,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
atcoder/abc377_b,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/abc377_b,FIXED_H,3,3,0,1.0,1.0,1.0
atcoder/abc377_b,ROTATING_H,3,3,0,1.0,1.0,1.0
leetcode/3832,A,3,3,0,1.0,1.0,1.0
leetcode/3832,B,3,3,0,1.0,1.0,1.0
leetcode/3832,D,3,3,0,1.0,1.0,1.0
leetcode/3832,P,3,0,0,0.0,0.0,0.0
leetcode/3832,FIXED_M,3,3,0,1.0,1.0,1.0
leetcode/3832,ROTATING_M,3,3,0,1.0,1.0,1.0
leetcode/3832,FIXED_H,3,3,0,1.0,1.0,1.0
leetcode/3832,ROTATING_H,3,3,0,1.0,1.0,1.0
atcoder/abc391_e,A,3,3,0,1.0,1.0,1.0
atcoder/abc391_e,B,3,0,0,0.0,0.0,0.0
atcoder/abc391_e,D,3,3,0,1.0,1.0,1.0
atcoder/abc391_e,P,3,0,0,0.0,0.0,0.0
atcoder/abc391_e,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/abc391_e,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/abc391_e,FIXED_H,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
atcoder/abc391_e,ROTATING_H,3,0,0,0.0,0.0,0.0
atcoder/abc368_c,A,3,3,0,1.0,1.0,1.0
atcoder/abc368_c,B,3,3,0,1.0,1.0,1.0
atcoder/abc368_c,D,3,3,0,1.0,1.0,1.0
atcoder/abc368_c,P,3,0,0,0.0,0.0,0.0
atcoder/abc368_c,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/abc368_c,ROTATING_M,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
atcoder/abc368_c,FIXED_H,3,3,0,1.0,1.0,1.0
atcoder/abc368_c,ROTATING_H,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
leetcode/3495,A,3,3,0,1.0,1.0,1.0
leetcode/3495,B,3,3,0,1.0,1.0,1.0
leetcode/3495,D,3,3,0,1.0,1.0,1.0
leetcode/3495,P,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
leetcode/3495,FIXED_M,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
leetcode/3495,ROTATING_M,3,0,0,0.0,0.0,0.0
leetcode/3495,FIXED_H,3,3,0,1.0,1.0,1.0
leetcode/3495,ROTATING_H,3,3,0,1.0,1.0,1.0
leetcode/3789,A,3,0,0,0.0,0.0,0.0
leetcode/3789,B,3,0,0,0.0,0.0,0.0
leetcode/3789,D,3,0,0,0.0,0.0,0.0
leetcode/3789,P,3,0,0,0.0,0.0,0.0
leetcode/3789,FIXED_M,3,0,0,0.0,0.0,0.0
leetcode/3789,ROTATING_M,3,0,0,0.0,0.0,0.0
leetcode/3789,FIXED_H,3,0,0,0.0,0.0,0.0
leetcode/3789,ROTATING_H,3,0,0,0.0,0.0,0.0
atcoder/arc185_b,A,3,0,0,0.0,0.0,0.0
atcoder/arc185_b,B,3,0,0,0.0,0.0,0.0
atcoder/arc185_b,D,3,0,0,0.0,0.0,0.0
atcoder/arc185_b,P,3,0,0,0.0,0.0,0.0
atcoder/arc185_b,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/arc185_b,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/arc185_b,FIXED_H,3,0,0,0.0,0.0,0.0
atcoder/arc185_b,ROTATING_H,3,0,0,0.0,0.0,0.0
leetcode/3736,A,3,3,0,1.0,1.0,1.0
leetcode/3736,B,3,3,0,1.0,1.0,1.0
leetcode/3736,D,3,3,0,1.0,1.0,1.0
leetcode/3736,P,3,3,0,1.0,1.0,1.0
leetcode/3736,FIXED_M,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
leetcode/3736,ROTATING_M,3,3,0,1.0,1.0,1.0
leetcode/3736,FIXED_H,3,3,0,1.0,1.0,1.0
leetcode/3736,ROTATING_H,3,3,0,1.0,1.0,1.0
atcoder/abc370_f,A,3,0,0,0.0,0.0,0.0
atcoder/abc370_f,B,3,0,0,0.0,0.0,0.0
atcoder/abc370_f,D,3,0,0,0.0,0.0,0.0
atcoder/abc370_f,P,3,0,0,0.0,0.0,0.0
atcoder/abc370_f,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/abc370_f,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/abc370_f,FIXED_H,3,0,0,0.0,0.0,0.0
atcoder/abc370_f,ROTATING_H,3,0,0,0.0,0.0,0.0
atcoder/arc188_d,A,3,0,0,0.0,0.0,0.0
atcoder/arc188_d,B,3,0,0,0.0,0.0,0.0
atcoder/arc188_d,D,3,0,0,0.0,0.0,0.0
atcoder/arc188_d,P,3,0,0,0.0,0.0,0.0
atcoder/arc188_d,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/arc188_d,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/arc188_d,FIXED_H,3,0,0,0.0,0.0,0.0
atcoder/arc188_d,ROTATING_H,3,0,0,0.0,0.0,0.0
leetcode/3788,A,3,0,0,0.0,0.0,0.0
leetcode/3788,B,3,0,0,0.0,0.0,0.0
leetcode/3788,D,3,0,0,0.0,0.0,0.0
leetcode/3788,P,3,0,0,0.0,0.0,0.0
leetcode/3788,FIXED_M,3,0,0,0.0,0.0,0.0
leetcode/3788,ROTATING_M,3,0,0,0.0,0.0,0.0
leetcode/3788,FIXED_H,3,0,0,0.0,0.0,0.0
leetcode/3788,ROTATING_H,3,0,0,0.0,0.0,0.0
atcoder/abc393_b,A,3,3,0,1.0,1.0,1.0
atcoder/abc393_b,B,3,3,0,1.0,1.0,1.0
atcoder/abc393_b,D,3,3,0,1.0,1.0,1.0
atcoder/abc393_b,P,3,0,0,0.0,0.0,0.0
atcoder/abc393_b,FIXED_M,3,3,0,1.0,1.0,1.0
atcoder/abc393_b,ROTATING_M,3,3,0,1.0,1.0,1.0
atcoder/abc393_b,FIXED_H,3,3,0,1.0,1.0,1.0
atcoder/abc393_b,ROTATING_H,3,3,0,1.0,1.0,1.0
leetcode/3682,A,3,3,0,1.0,1.0,1.0
leetcode/3682,B,3,3,0,1.0,1.0,1.0
leetcode/3682,D,3,3,0,1.0,1.0,1.0
leetcode/3682,P,3,0,0,0.0,0.0,0.0
leetcode/3682,FIXED_M,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
leetcode/3682,ROTATING_M,3,0,0,0.0,0.0,0.0
leetcode/3682,FIXED_H,3,0,0,0.0,0.0,0.0
leetcode/3682,ROTATING_H,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
leetcode/3744,A,3,3,0,1.0,1.0,1.0
leetcode/3744,B,3,3,0,1.0,1.0,1.0
leetcode/3744,D,3,3,0,1.0,1.0,1.0
leetcode/3744,P,3,0,0,0.0,0.0,0.0
leetcode/3744,FIXED_M,3,0,0,0.0,0.0,0.0
leetcode/3744,ROTATING_M,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
leetcode/3744,FIXED_H,3,0,0,0.0,0.0,0.0
leetcode/3744,ROTATING_H,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
atcoder/abc398_g,A,3,0,0,0.0,0.0,0.0
atcoder/abc398_g,B,3,0,0,0.0,0.0,0.0
