task_id,condition,seed_index,path,sha256,sampler_identity_sha256,terminal_attempt_id,scope_complete,checkpoint_persistence_seconds,checkpoint_preparation_seconds,telemetry_seconds,progress_publish_seconds,result_materialization_seconds,identity_binding_seconds,scope,exclusions
leetcode/3731,ROTATING_H,1,secondary/tasks/leetcode__3731/ROTATING_H/seed_1/sampler/completion_timing.json,e03cda1fe50c7faf6112ccaeb6e8e0ab6f4dcff320e9e6fc43380231d87135b3,ea8e65ca29e3f116a1c5b23a3dfc51d57addde937a3ed8b8668a647b5f20044b,1789868213008256831.json,True,0.12512932438403368,0.011271127499639988,0.07418713625520468,0.08853343594819307,0.016785157844424248,0.01046957029029727,"Cumulative known measurements along this durable transaction through this snapshot. Persistence measures resume.json write(), including JSON serialization, file/directory fsync and atomic replacement. Preparation measures checkpoint assembly/logit fingerprint/hash work. Telemetry and publish measure the unchanged callback calls; identity binding is outside active time. Materialization measures record/complete receipt binding and hashing. Failed calls contribute observed time.","['Attempt and completion timing receipt writes, lock acquisition, checkpoint reads and uninstrumented setup.', 'Any call currently in progress; final checkpoint/materialization follow the result snapshot and are available only in completion_timing.json.', 'Later completed-result retrievals are separate attempts and never mutate completion_timing.json.']"
leetcode/3731,ROTATING_H,2,secondary/tasks/leetcode__3731/ROTATING_H/seed_2/sampler/completion_timing.json,118cd9ccc87c322f9dc0932771301d00177bd531df2cf3723cfde7aaff79f824,689a054fc0fdc7d47add51e569eb49f22dc08e0790fe4271f1ca3b266edb7d5a,1789868234146221193.json,True,0.0867335139773786,0.008416088297963142,0.10703079961240292,0.08187355846166611,0.01077516982331872,0.006213705986738205,"Cumulative known measurements along this durable transaction through this snapshot. Persistence measures resume.json write(), including JSON serialization, file/directory fsync and atomic replacement. Preparation measures checkpoint assembly/logit fingerprint/hash work. Telemetry and publish measure the unchanged callback calls; identity binding is outside active time. Materialization measures record/complete receipt binding and hashing. Failed calls contribute observed time.","['Attempt and completion timing receipt writes, lock acquisition, checkpoint reads and uninstrumented setup.', 'Any call currently in progress; final checkpoint/materialization follow the result snapshot and are available only in completion_timing.json.', 'Later completed-result retrievals are separate attempts and never mutate completion_timing.json.']"
atcoder/abc392_b,FIXED_M,0,secondary/tasks/atcoder__abc392_b/FIXED_M/seed_0/sampler/completion_timing.json,0ddb1f20763177ed2bddefaf7ce8101ecd2fd6865941b5656341746e30a3cd09,d46a72c853e121eccb2f759538020385211ff6ad15784b071f50d8efd6adb6f1,1789866859822697720.json,True,0.018305311910808086,0.002544660121202469,0.014782780781388283,0.015218243934214115,0.01009955070912838,0.005375145003199577,"Cumulative known measurements along this durable transaction through this snapshot. Persistence measures resume.json write(), including JSON serialization, file/directory fsync and atomic replacement. Preparation measures checkpoint assembly/logit fingerprint/hash work. Telemetry and publish measure the unchanged callback calls; identity binding is outside active time. Materialization measures record/complete receipt binding and hashing. Failed calls contribute observed time.","['Attempt and completion timing receipt writes, lock acquisition, checkpoint reads and uninstrumented setup.', 'Any call currently in progress; final checkpoint/materialization follow the result snapshot and are available only in completion_timing.json.', 'Later completed-result retrievals are separate attempts and never mutate completion_timing.json.']"
atcoder/abc392_b,FIXED_M,1,secondary/tasks/atcoder__abc392_b/FIXED_M/seed_1/sampler/completion_timing.json,85c9f226161dde6e5771548d3f1bec9a712609b106e363a6b9161e4b156e4b8c,f763da58f07b3301379a2910d7d36935be9619f858c519009903e8c6f84d5076,1789866863222771912.json,True,0.05491507891565561,0.0062947142869234085,0.06160949636250734,0.05490813683718443,0.010927615687251091,0.005332200787961483,"Cumulative known measurements along this durable transaction through this snapshot. Persistence measures resume.json write(), including JSON serialization, file/directory fsync and atomic replacement. Preparation measures checkpoint assembly/logit fingerprint/hash work. Telemetry and publish measure the unchanged callback calls; identity binding is outside active time. Materialization measures record/complete receipt binding and hashing. Failed calls contribute observed time.","['Attempt and completion timing receipt writes, lock acquisition, checkpoint reads and uninstrumented setup.', 'Any call currently in progress; final checkpoint/materialization follow the result snapshot and are available only in completion_timing.json.', 'Later completed-result retrievals are separate attempts and never mutate completion_timing.json.']"
atcoder/abc392_b,FIXED_M,2,secondary/tasks/atcoder__abc392_b/FIXED_M/seed_2/sampler/completion_timing.json,107f77092eda114c2bf7771a5d2473be44029cf4cea077f599eb1aa537581ccc,ba8a3aac356662f8f6fbc00329afb05666a4630110079747b48da8925feeea8d,1789866879671315743.json,True,0.05302183981984854,0.006227320060133934,0.05334941204637289,0.0603242851793766,0.010150984860956669,0.005616229958832264,"Cumulative known measurements along this durable transaction through this snapshot. Persistence measures resume.json write(), including JSON serialization, file/directory fsync and atomic replacement. Preparation measures checkpoint assembly/logit fingerprint/hash work. Telemetry and publish measure the unchanged callback calls; identity binding is outside active time. Materialization measures record/complete receipt binding and hashing. Failed calls contribute observed time.","['Attempt and completion timing receipt writes, lock acquisition, checkpoint reads and uninstrumented setup.', 'Any call currently in progress; final checkpoint/materialization follow the result snapshot and are available only in completion_timing.json.', 'Later completed-result retrievals are separate attempts and never mutate completion_timing.json.']"
atcoder/abc392_b,ROTATING_M,0,secondary/tasks/atcoder__abc392_b/ROTATING_M/seed_0/sampler/completion_timing.json,669eac3d6895078152ce3c4527db93b8538f5375a6bcef677367ec21bb1b2dcc,11c7b879c9799db74127008a202a098ba6f00167eb57425b8d16e756b23b02f0,1789866757186600723.json,True,0.017852462828159332,0.005499758757650852,0.015224963426589966,0.02051133569329977,0.015616277232766151,0.005318173207342625,"Cumulative known measurements along this durable transaction through this snapshot. Persistence measures resume.json write(), including JSON serialization, file/directory fsync and atomic replacement. Preparation measures checkpoint assembly/logit fingerprint/hash work. Telemetry and publish measure the unchanged callback calls; identity binding is outside active time. Materialization measures record/complete receipt binding and hashing. Failed calls contribute observed time.","['Attempt and completion timing receipt writes, lock acquisition, checkpoint reads and uninstrumented setup.', 'Any call currently in progress; final checkpoint/materialization follow the result snapshot and are available only in completion_timing.json.', 'Later completed-result retrievals are separate attempts and never mutate completion_timing.json.']"
atcoder/abc392_b,ROTATING_M,1,secondary/tasks/atcoder__abc392_b/ROTATING_M/seed_1/sampler/completion_timing.json,ce2662d710855f97fb0e6f285ed681951525e16487d24009e51118d77f4183e9,909e2b9f32b0d99aac3bc4eb3148f6d905075e0839dfb5ac9142845aa3446d38,1789866760364024300.json,True,0.04755614325404167,0.006335380487143993,0.06283131334930658,0.05911840032786131,0.011222823522984982,0.004801562987267971,"Cumulative known measurements along this durable transaction through this snapshot. Persistence measures resume.json write(), including JSON serialization, file/directory fsync and atomic replacement. Preparation measures checkpoint assembly/logit fingerprint/hash work. Telemetry and publish measure the unchanged callback calls; identity binding is outside active time. Materialization measures record/complete receipt binding and hashing. Failed calls contribute observed time.","['Attempt and completion timing receipt writes, lock acquisition, checkpoint reads and uninstrumented setup.', 'Any call currently in progress; final checkpoint/materialization follow the result snapshot and are available only in completion_timing.json.', 'Later completed-result retrievals are separate attempts and never mutate completion_timing.json.']"
atcoder/abc392_b,ROTATING_M,2,secondary/tasks/atcoder__abc392_b/ROTATING_M/seed_2/sampler/completion_timing.json,6c6c40c9e3b2992fb1192dbf1ce246b1669001c659ad781a18745f3a54aecbea,7ada9e0549c784d6f83fe5a21fada2e34c28b6d85d0cc2b10e07f5efb59dea91,1789866778861219261.json,True,0.04866614565253258,0.006322399713099003,0.05822666268795729,0.05401411093771458,0.010675780475139618,0.004822993651032448,"Cumulative known measurements along this durable transaction through this snapshot. Persistence measures resume.json write(), including JSON serialization, file/directory fsync and atomic replacement. Preparation measures checkpoint assembly/logit fingerprint/hash work. Telemetry and publish measure the unchanged callback calls; identity binding is outside active time. Materialization measures record/complete receipt binding and hashing. Failed calls contribute observed time.","['Attempt and completion timing receipt writes, lock acquisition, checkpoint reads and uninstrumented setup.', 'Any call currently in progress; final checkpoint/materialization follow the result snapshot and are available only in completion_timing.json.', 'Later completed-result retrievals are separate attempts and never mutate completion_timing.json.']"
atcoder/abc392_b,FIXED_H,0,secondary/tasks/atcoder__abc392_b/FIXED_H/seed_0/sampler/completion_timing.json,26364bea217f940a4746f55f66074e1f59703e83e08b8888fd62d05221a05ab3,126aee3256770ddadf524706372c760970d9aad6849d8fc8a3e1514dcfb1746d,1789866797434321775.json,True,0.020423326641321182,0.0025204382836818695,0.013804774731397629,0.014272610656917095,0.01027638278901577,0.005161450244486332,"Cumulative known measurements along this durable transaction through this snapshot. Persistence measures resume.json write(), including JSON serialization, file/directory fsync and atomic replacement. Preparation measures checkpoint assembly/logit fingerprint/hash work. Telemetry and publish measure the unchanged callback calls; identity binding is outside active time. Materialization measures record/complete receipt binding and hashing. Failed calls contribute observed time.","['Attempt and completion timing receipt writes, lock acquisition, checkpoint reads and uninstrumented setup.', 'Any call currently in progress; final checkpoint/materialization follow the result snapshot and are available only in completion_timing.json.', 'Later completed-result retrievals are separate attempts and never mutate completion_timing.json.']"
atcoder/abc392_b,FIXED_H,1,secondary/tasks/atcoder__abc392_b/FIXED_H/seed_1/sampler/completion_timing.json,765c40b8a6b8ab5491add2d3d9e5abcf82c3ea4fbffc7d63e211dcb60193a6a7,55c4380c78eb822204c92425f448d31b9684bdc058962238a454d52e5f7d817c,1789866800872636105.json,True,0.05959457438439131,0.006378654390573502,0.054236880503594875,0.061533921398222446,0.011111115105450153,0.005332251079380512,"Cumulative known measurements along this durable transaction through this snapshot. Persistence measures resume.json write(), including JSON serialization, file/directory fsync and atomic replacement. Preparation measures checkpoint assembly/logit fingerprint/hash work. Telemetry and publish measure the unchanged callback calls; identity binding is outside active time. Materialization measures record/complete receipt binding and hashing. Failed calls contribute observed time.","['Attempt and completion timing receipt writes, lock acquisition, checkpoint reads and uninstrumented setup.', 'Any call currently in progress; final checkpoint/materialization follow the result snapshot and are available only in completion_timing.json.', 'Later completed-result retrievals are separate attempts and never mutate completion_timing.json.']"
atcoder/abc392_b,FIXED_H,2,secondary/tasks/atcoder__abc392_b/FIXED_H/seed_2/sampler/completion_timing.json,3c57aef0e78e9b0e1616f51d4cb7241e22b7adfeeed11fb1099380ac28fde0cb,9c10453145d5955944b19e2c6a5409abde9f23ca997369d733771ae9b333544f,1789866818844123675.json,True,0.055157631635665894,0.006308328360319138,0.06373091600835323,0.057603019289672375,0.011056231334805489,0.006979954428970814,"Cumulative known measurements along this durable transaction through this snapshot. Persistence measures resume.json write(), including JSON serialization, file/directory fsync and atomic replacement. Preparation measures checkpoint assembly/logit fingerprint/hash work. Telemetry and publish measure the unchanged callback calls; identity binding is outside active time. Materialization measures record/complete receipt binding and hashing. Failed calls contribute observed time.","['Attempt and completion timing receipt writes, lock acquisition, checkpoint reads and uninstrumented setup.', 'Any call currently in progress; final checkpoint/materialization follow the result snapshot and are available only in completion_timing.json.', 'Later completed-result retrievals are separate attempts and never mutate completion_timing.json.']"
atcoder/abc392_b,ROTATING_H,0,secondary/tasks/atcoder__abc392_b/ROTATING_H/seed_0/sampler/completion_timing.json,bad9bb1850c3ec0bb157419042576ce2bad618dad6b89ad2ce1a767cff996f71,6c03f63d72f0710374ab7431c9735c623221b4e26b725b83413fe66102406159,1789866836835704177.json,True,0.04471421241760254,0.005411327816545963,0.04713176004588604,0.05443967133760452,0.02323073521256447,0.005740859545767307,"Cumulative known measurements along this durable transaction through this snapshot. Persistence measures resume.json write(), including JSON serialization, file/directory fsync and atomic replacement. Preparation measures checkpoint assembly/logit fingerprint/hash work. Telemetry and publish measure the unchanged callback calls; identity binding is outside active time. Materialization measures record/complete receipt binding and hashing. Failed calls contribute observed time.","['Attempt and completion timing receipt writes, lock acquisition, checkpoint reads and uninstrumented setup.', 'Any call currently in progress; final checkpoint/materialization follow the result snapshot and are available only in completion_timing.json.', 'Later completed-result retrievals are separate attempts and never mutate completion_timing.json.']"
atcoder/abc392_b,ROTATING_H,1,secondary/tasks/atcoder__abc392_b/ROTATING_H/seed_1/sampler/completion_timing.json,9654893739a1bad8b542d13e26559a6d2efcc2ac5f9dcaa871adf48a252ca6bb,5ec1c72775f021480639b77a17814ce38c42a874a854d530363b871be2edf9d9,1789866852454001101.json,True,0.020172802731394768,0.002621609717607498,0.014143449254333973,0.015762588009238243,0.010506678372621536,0.005511915311217308,"Cumulative known measurements along this durable transaction through this snapshot. Persistence measures resume.json write(), including JSON serialization, file/directory fsync and atomic replacement. Preparation measures checkpoint assembly/logit fingerprint/hash work. Telemetry and publish measure the unchanged callback calls; identity binding is outside active time. Materialization measures record/complete receipt binding and hashing. Failed calls contribute observed time.","['Attempt and completion timing receipt writes, lock acquisition, checkpoint reads and uninstrumented setup.', 'Any call currently in progress; final checkpoint/materialization follow the result snapshot and are available only in completion_timing.json.', 'Later completed-result retrievals are separate attempts and never mutate completion_timing.json.']"
atcoder/abc392_b,ROTATING_H,2,secondary/tasks/atcoder__abc392_b/ROTATING_H/seed_2/sampler/completion_timing.json,eac3a8772d38a370f1a3692cb09e9fb0760662eeb34ed1c428680e5a637db84d,9b3013ae98a6293c46195ce81663afc7abce9438acfe8f671e9bd2f1327f01ca,1789866855849094223.json,True,0.01985805667936802,0.0025116102769970894,0.013849309645593166,0.0208648769184947,0.009774320758879185,0.0049462513998150826,"Cumulative known measurements along this durable transaction through this snapshot. Persistence measures resume.json write(), including JSON serialization, file/directory fsync and atomic replacement. Preparation measures checkpoint assembly/logit fingerprint/hash work. Telemetry and publish measure the unchanged callback calls; identity binding is outside active time. Materialization measures record/complete receipt binding and hashing. Failed calls contribute observed time.","['Attempt and completion timing receipt writes, lock acquisition, checkpoint reads and uninstrumented setup.', 'Any call currently in progress; final checkpoint/materialization follow the result snapshot and are available only in completion_timing.json.', 'Later completed-result retrievals are separate attempts and never mutate completion_timing.json.']"
leetcode/3654,FIXED_M,0,secondary/tasks/leetcode__3654/FIXED_M/seed_0/sampler/completion_timing.json,8ab044272b1d4858da08ca7a94f24b09286e6873bf28c26cb5e3aae10e7d3841,2b3d2c1f18ebdd928b2ef0c6de24787f20bf32da0aefd648ce4a089175b718d9,1789863116981021973.json,True,0.10698326118290424,0.010929269716143608,0.10099653713405132,0.11693809181451797,0.01153672393411398,0.008438505232334137,"Cumulative known measurements along this durable transaction through this snapshot. Persistence measures resume.json write(), including JSON serialization, file/directory fsync and atomic replacement. Preparation measures checkpoint assembly/logit fingerprint/hash work. Telemetry and publish measure the unchanged callback calls; identity binding is outside active time. Materialization measures record/complete receipt binding and hashing. Failed calls contribute observed time.","['Attempt and completion timing receipt writes, lock acquisition, checkpoint reads and uninstrumented setup.', 'Any call currently in progress; final checkpoint/materialization follow the result snapshot and are available only in completion_timing.json.', 'Later completed-result retrievals are separate attempts and never mutate completion_timing.json.']"
leetcode/3654,FIXED_M,1,secondary/tasks/leetcode__3654/FIXED_M/seed_1/sampler/completion_timing.json,cd9fdb20005a2678733e04a2ae23ed8d2df27eaca3fa308c05ea97f471058eee,625597eedb027cbd1a20330686e202fb81ee92a494ad6135f3410c60e0923a15,1789863153183624751.json,True,0.1251363316550851,0.013316902332007885,0.13853390235453844,0.17835590802133083,0.010755901224911213,0.008940612897276878,"Cumulative known measurements along this durable transaction through this snapshot. Persistence measures resume.json write(), including JSON serialization, file/directory fsync and atomic replacement. Preparation measures checkpoint assembly/logit fingerprint/hash work. Telemetry and publish measure the unchanged callback calls; identity binding is outside active time. Materialization measures record/complete receipt binding and hashing. Failed calls contribute observed time.","['Attempt and completion timing receipt writes, lock acquisition, checkpoint reads and uninstrumented setup.', 'Any call currently in progress; final checkpoint/materialization follow the result snapshot and are available only in completion_timing.json.', 'Later completed-result retrievals are separate attempts and never mutate completion_timing.json.']"
leetcode/3654,FIXED_M,2,secondary/tasks/leetcode__3654/FIXED_M/seed_2/sampler/completion_timing.json,38675ac9a8f69aa61446ba0503e12b534e97c92c26fecfddc852ee6d4a980c3d,8b92e8a82be78330c202f5c1979566dc69733f00fbfea1250476bceadcd5560a,1789863197122752991.json,True,0.1484253155067563,0.01641413103789091,0.17080082278698683,0.17794739175587893,0.011244075372815132,0.009082688950002193,"Cumulative known measurements along this durable transaction through this snapshot. Persistence measures resume.json write(), including JSON serialization, file/directory fsync and atomic replacement. Preparation measures checkpoint assembly/logit fingerprint/hash work. Telemetry and publish measure the unchanged callback calls; identity binding is outside active time. Materialization measures record/complete receipt binding and hashing. Failed calls contribute observed time.","['Attempt and completion timing receipt writes, lock acquisition, checkpoint reads and uninstrumented setup.', 'Any call currently in progress; final checkpoint/materialization follow the result snapshot and are available only in completion_timing.json.', 'Later completed-result retrievals are separate attempts and never mutate completion_timing.json.']"
leetcode/3654,ROTATING_M,0,secondary/tasks/leetcode__3654/ROTATING_M/seed_0/sampler/completion_timing.json,d1b6a953e50e227bac6b36900777fb19bdd7a55790c390982ce31413143f1010,667f835a1b880156c3540a931e4cd2ee739216872a2796f8c82ef7843a55e891,1789863250941052021.json,True,0.144237888045609,0.01738783624023199,0.1697032954543829,0.1732004126533866,0.013309300877153873,0.008627498522400856,"Cumulative known measurements along this durable transaction through this snapshot. Persistence measures resume.json write(), including JSON serialization, file/directory fsync and atomic replacement. Preparation measures checkpoint assembly/logit fingerprint/hash work. Telemetry and publish measure the unchanged callback calls; identity binding is outside active time. Materialization measures record/complete receipt binding and hashing. Failed calls contribute observed time.","['Attempt and completion timing receipt writes, lock acquisition, checkpoint reads and uninstrumented setup.', 'Any call currently in progress; final checkpoint/materialization follow the result snapshot and are available only in completion_timing.json.', 'Later completed-result retrievals are separate attempts and never mutate completion_timing.json.']"
